id,R-ids,datasets,input_reaction,expected_reaction,wrong_reactions,llm_predicted,is_balanced,exact_match,final_status,error
823,['golden_dataset_1350'],['golden_dataset'],[CH:2](=[O:1])[NH:3][C:4]=1[CH:9]=[CH:8][CH:7]=[CH:6][CH:5]=1>>[O:11]=[S:14](=[O:12])([Cl:10])[O:13][C:7]1=[CH:6][CH:5]=[C:4]([NH:3][CH:2]=[O:1])[CH:9]=[CH:8]1,O=S(=O)(O)Cl.[O].[CH:2](=[O:1])[NH:3][C:4]=1[CH:9]=[CH:8][CH:7]=[CH:6][CH:5]=1>>[O:11]=[S:14](=[O:12])([Cl:10])[O:13][C:7]1=[CH:6][CH:5]=[C:4]([NH:3][CH:2]=[O:1])[CH:9]=[CH:8]1.O,[],[CH:2](=[O:1])[NH:3][C:4]=1[CH:9]=[CH:8][CH:7]=[CH:6][CH:5]=1.O=S(=O)(Cl)Cl>>[O:11]=[S:14](=[O:12])([Cl:10])[O:13][C:7]1=[CH:6][CH:5]=[C:4]([NH:3][CH:2]=[O:1])[CH:9]=[CH:8]1.Cl,False,False,unbalanced,
825,['golden_dataset_1359'],['golden_dataset'],[CH2:13]1[CH:12]([C:17](=[O:18])[CH:16]=[CH:15][CH2:14]1)[CH3:11].[O:6]1[CH2:7][CH2:8][CH2:9][O:10][CH:5]1[CH2:4][CH2:3][Mg:2][Br:1]>>[CH2:7]1[O:6][CH:5]([O:10][CH2:9][CH2:8]1)[CH2:4][CH2:3][CH:15]2[CH2:14][CH2:13][CH:12]([C:17]([CH2:16]2)=[O:18])[CH3:11],[CH2:13]1[CH:12]([C:17](=[O:18])[CH:16]=[CH:15][CH2:14]1)[CH3:11].[O:6]1[CH2:7][CH2:8][CH2:9][O:10][CH:5]1[CH2:4][CH2:3][Mg:2][Br:1].O>>[CH2:7]1[O:6][CH:5]([O:10][CH2:9][CH2:8]1)[CH2:4][CH2:3][CH:15]2[CH2:14][CH2:13][CH:12]([C:17]([CH2:16]2)=[O:18])[CH3:11].O[Mg:2][Br:1],[],[CH2:13]1[CH:12]([C:17](=[O:18])[CH:16]=[CH:15][CH2:14]1)[CH3:11].[O:6]1[CH2:7][CH2:8][CH2:9][O:10][CH:5]1[CH2:4][CH2:3][Mg:2][Br:1].[H][H]>>[CH2:7]1[O:6][CH:5]([O:10][CH2:9][CH2:8]1)[CH2:4][CH2:3][CH:15]2[CH2:14][CH2:13][CH:12]([C:17]([CH2:16]2)=[O:18])[CH3:11].Br[Mg][Mg]Br,False,False,unbalanced,
828,['golden_dataset_1376'],['golden_dataset'],[C:22]12([CH:24]=[O:25])[C:16]([CH3:17])([CH2:18][CH:19]3[O:20][CH:21]13)[CH2:15][CH2:14][CH:13]([C:11](=[CH2:12])[CH3:10])[CH2:23]2.[CH3:1][O:2][P:3]([O:5][CH3:6])([CH:7]=[N+:8]=[N-:9])=[O:4]>>[CH3:1][O:2][P:3]([O:5][CH3:6])([O-:25])=[O:4].[O:20]1[CH:19]2[CH2:18][C:16]3([C:22]([CH2:23][CH:13]([CH2:14][CH2:15]3)[C:11](=[CH2:12])[CH3:10])([C:24]#[CH:7])[CH:21]12)[CH3:17],nan,['C=C(C)C1CCC2(C)CC3OC3C2(C=O)C1.COP(=O)(C=[N+]=[N-])OC>>C#CC12CC(C(=C)C)CCC1(C)CC1OC12.COP(=O)([O-])OC'],[C:22]12([CH:24]=[O:25])[C:16]([CH3:17])([CH2:18][CH:19]3[O:20][CH:21]13)[CH2:15][CH2:14][CH:13]([C:11](=[CH2:12])[CH3:10])[CH2:23]2.[CH3:1][O:2][P:3]([O:5][CH3:6])([CH:7]=[N+:8]=[N-:9])=[O:4]>>[CH3:1][O:2][P:3]([O:5][CH3:6])([O-:25])=[O:4].[O:20]1[CH:19]2[CH2:18][C:16]3([C:22]([CH2:23][CH:13]([CH2:14][CH2:15]3)[C:11](=[CH2:12])[CH3:10])([C:24]#[CH:7])[CH:21]12)[CH3:17].[N-:9]=[N+8]=[CH:7]N,False,False,unbalanced,
831,['golden_dataset_1623'],['golden_dataset'],[O:12]=[S:11](=[O:13])([NH:14][CH:15]1[CH:19]([CH:20]([O:28][C:16]1=[O:18])[CH2:21][S:22][C:23]=2[S:27][CH:26]=[CH:25][N:24]=2)[O:29][CH2:30][C:31]3=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]3)[C:10]=4[CH:37]=[CH:38][C:7](=[CH:8][CH:9]=4)[C:6]5=[CH:5][CH:4]=[C:3]([CH:40]=[CH:39]5)[O:2][CH3:1].[Li+:41].[OH-:17]>>[O:12]=[S:11](=[O:13])([C:10]=1[CH:37]=[CH:38][C:7](=[CH:8][CH:9]=1)[C:6]2=[CH:5][CH:4]=[C:3]([CH:40]=[CH:39]2)[O:2][CH3:1])[NH:14][CH:15]([C:16](=[O:18])[OH:17])[CH:19]([CH:20]([CH2:21][S:22][C:23]3=[N:24][CH:25]=[CH:26][S:27]3)[OH:28])[O:29][CH2:30][C:31]=4[CH:36]=[CH:35][CH:34]=[CH:33][CH:32]=4,[OH-].O=S(=O)(NC1C(C(OC1=O)CSC=2SC=CN=2)OCC3=CC=CC=C3)C=4C=CC(=CC=4)C5=CC=C(C=C5)OC.[H+]>>O=S(=O)(C=1C=CC(=CC=1)C2=CC=C(C=C2)OC)NC(C(=O)O)C(C(CSC3=NC=CS3)O)OCC=4C=CC=CC=4,[],[O:12]=[S:11](=[O:13])([NH:14][CH:15]1[CH:19]([CH:20]([O:28][C:16]1=[O:18])[CH2:21][S:22][C:23]=2[S:27][CH:26]=[CH:25][N:24]=2)[O:29][CH2:30][C:31]3=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]3)[C:10]=4[CH:37]=[CH:38][C:7](=[CH:8][CH:9]=4)[C:6]5=[CH:5][CH:4]=[C:3]([CH:40]=[CH:39]5)[O:2][CH3:1].[Li+:41].[OH-:17]>>[O:12]=[S:11](=[O:13])([C:10]=1[CH:37]=[CH:38][C:7](=[CH:8][CH:9]=1)[C:6]2=[CH:5][CH:4]=[C:3]([CH:40]=[CH:39]2)[O:2][CH3:1])[NH:14][CH:15]([C:16](=[O:18])[O-:17])[CH:19]([CH:20]([CH2:21][S:22][C:23]3=[N:24][CH:25]=[CH:26][S:27]3)[OH:28])[O:29][CH2:30][C:31]=4[CH:36]=[CH:35][CH:34]=[CH:33][CH:32]=4.[Li+:41],True,False,balanced,
838,['golden_dataset_490'],['golden_dataset'],[CH4:31].[CH2:14]1[CH2:15][N:16]([CH2:29][CH2:30][CH:13]1[N:12]2[CH2:11][CH2:10][N:3]([C:4]=3[CH:9]=[CH:8][CH:7]=[CH:6][CH:5]=3)[C:2]2=[O:1])[CH2:17][CH:18]([OH:19])[CH2:20][O:21][C:22]=4[C:27](=[N:26][CH:25]=[CH:24][N:23]=4)[Cl:28].[OH2:32]>>[CH2:15]1[CH2:14][CH:13]([CH2:30][CH2:29][N:16]1[CH2:17][CH:18]([OH:19])[CH2:20][O:21][C:22]=2[N:23]=[CH:24][CH:25]=[N:26][C:27]=2[O:32][CH3:31])[N:12]3[C:2](=[O:1])[N:3]([CH2:10][CH2:11]3)[C:4]4=[CH:9][CH:8]=[CH:7][CH:6]=[CH:5]4,nan,['O=C1N(c2ccccc2)CCN1C1CCN(CC(O)COc2nccnc2Cl)CC1.O.C>>COc1nccnc1OCC(O)CN1CCC(N2CCN(c3ccccc3)C2=O)CC1.Cl'],[CH4:31].[CH2:14]1[CH2:15][N:16]([CH2:29][CH2:30][CH:13]1[N:12]2[CH2:11][CH2:10][N:3]([C:4]=3[CH:9]=[CH:8][CH:7]=[CH:6][CH:5]=3)[C:2]2=[O:1])[CH2:17][CH:18]([OH:19])[CH2:20][O:21][C:22]=4[C:27](=[N:26][CH:25]=[CH:24][N:23]=4)[Cl:28].[OH2:32]>>[CH2:15]1[CH2:14][CH:13]([CH2:30][CH2:29][N:16]1[CH2:17][CH:18]([OH:19])[CH2:20][O:21][C:22]=2[N:23]=[CH:24][CH:25]=[N:26][C:27]=2[O:32][CH3:31])[N:12]3[C:2](=[O:1])[N:3]([CH2:10][CH2:11]3)[C:4]4=[CH:9][CH:8]=[CH:7][CH:6]=[CH:5]4.[Cl:28][H:33][H:34][H:35],True,False,balanced,
839,['golden_dataset_496'],['golden_dataset'],[CH4:23].[CH2:9]1[CH2:10][CH:11]([CH2:19][CH2:20][CH:8]1[CH:7]2[CH2:21][CH2:22][CH:4]([CH2:5][CH2:6]2)[CH2:3][CH2:2][CH3:1])[C:12]=3[CH:18]=[CH:17][C:15](=[CH:14][CH:13]=3)[Br:16].[NH3:24]>>[CH2:9]1[CH2:10][CH:11]([CH2:19][CH2:20][CH:8]1[CH:7]2[CH2:21][CH2:22][CH:4]([CH2:5][CH2:6]2)[CH2:3][CH2:2][CH3:1])[C:12]3=[CH:18][CH:17]=[C:15]([C:23]#[N:24])[CH:14]=[CH:13]3,nan,['CCCC1CCC(C2CCC(c3ccc(Br)cc3)CC2)CC1.N.C>>CCCC1CCC(C2CCC(c3ccc(C#N)cc3)CC2)CC1.Br'],[CH4:23].[CH2:9]1[CH2:10][CH:11]([CH2:19][CH2:20][CH:8]1[CH:7]2[CH2:21][CH2:22][CH:4]([CH2:5][CH2:6]2)[CH2:3][CH2:2][CH3:1])[C:12]=3[CH:18]=[CH:17][C:15](=[CH:14][CH:13]=3)[Br:16].[NH3:24]>>[CH2:9]1[CH2:10][CH:11]([CH2:19][CH2:20][CH:8]1[CH:7]2[CH2:21][CH2:22][CH:4]([CH2:5][CH2:6]2)[CH2:3][CH2:2][CH3:1])[C:12]3=[CH:18][CH:17]=[C:15]([C:23]#[N:24])[CH:14]=[CH:13]3.[NH4+].[Br-],False,False,unbalanced,
840,['golden_dataset_502'],['golden_dataset'],[CH2:13]([CH2:14][K:11])[Br:12].[O-:6][P:5]([O:8][CH2:9][CH3:10])(=[S:7])[S:4][CH2:3][CH2:2][CH3:1]>>[CH2:13]([Br:12])[CH2:14][S:7][P:5]([O:8][CH2:9][CH3:10])(=[O:6])[S:4][CH2:3][CH2:2][CH3:1],nan,['CCCSP([O-])(=S)OCC.[K]CCBr>>CCCSP(=O)(OCC)SCCBr.[KH]'],[CH2:13]([CH2:14][K:11])[Br:12].[O-:6][P:5]([O:8][CH2:9][CH3:10])(=[S:7])[S:4][CH2:3][CH2:2][CH3:1]>>[CH2:13]([Br:12])[CH2:14][S:7][P:5]([O:8][CH2:9][CH3:10])(=[O:6])[S:4][CH2:3][CH2:2][CH3:1].[K+].[Br-],False,False,unbalanced,
841,['golden_dataset_515'],['golden_dataset'],[CH4:18].[CH4:19].[NH3:20].[O:8]=[S:7](=[O:9])([C:6]1=[CH:11][C:12]2=[C:13]([C:4]([C:2]([OH:3])=[O:1])=[CH:5]1)[O:14][CH2:15][CH2:16][CH2:17]2)[Cl:10]>>[CH3:18][N:20]([CH3:19])[S:7](=[O:8])(=[O:9])[C:6]1=[CH:5][C:4](=[C:13]2[O:14][CH2:15][CH2:16][CH2:17][C:12]2=[CH:11]1)[C:2]([OH:3])=[O:1],C.C.N.O=S(=O)(C1=CC2=C(C(C(O)=O)=C1)OCCC2)Cl.[O].[O]>>CN(C)S(=O)(=O)C1=CC(=C2OCCCC2=C1)C(O)=O.Cl.O.O,['O=C(O)c1cc(S(=O)(=O)Cl)cc2c1OCCC2.N.C.C>>CN(C)S(=O)(=O)c1cc2c(c(C(=O)O)c1)OCCC2.Cl'],[CH4:18].[CH4:19].[NH3:20].[O:8]=[S:7](=[O:9])([C:6]1=[CH:11][C:12]2=[C:13]([C:4]([C:2]([OH:3])=[O:1])=[CH:5]1)[O:14][CH2:15][CH2:16][CH2:17]2)[Cl:10]>>[CH3:18][N:20]([CH3:19])[S:7](=[O:8])(=[O:9])[C:6]1=[CH:5][C:4](=[C:13]2[O:14][CH2:15][CH2:16][CH2:17][C:12]2=[CH:11]1)[C:2]([OH:3])=[O:1].[H]Cl,False,False,unbalanced,
844,['golden_dataset_647'],['golden_dataset'],[CH3:16][C:15]1([CH3:17])[CH:14]2[C:22]([CH3:23])([CH2:21][CH2:20][CH:18]1[OH:19])[C:24]=3[C:11]([CH2:12][CH2:13]2)=[CH:10][C:9](=[C:8]([C:25]=3[O:26][CH3:27])[O:7][CH3:6])[CH:28]([CH3:29])[CH3:30].[Cl:1][P:2]([Cl:3])([Cl:4])=[O:5]>>[CH3:16][C:15]1([CH3:17])[CH:14]2[C:22]([C:24]=3[C:11]([CH2:12][CH2:13]2)=[CH:10][C:9](=[C:8]([C:25]=3[O:26][CH3:27])[O:7][CH3:6])[CH:28]([CH3:29])[CH3:30])([CH2:21][CH:20]=[CH:18]1)[CH3:23],CC1(C)C2C(C)(CCC1O)C=3C(CC2)=CC(=C(C=3OC)OC)C(C)C.ClP(Cl)(Cl)=O>>CC1(C)C2C(C=3C(CC2)=CC(=C(C=3OC)OC)C(C)C)(CC=C1)C.O.O=P(Cl)(Cl)Cl,[],[CH3:16][C:15]1([CH3:17])[CH:14]2[C:22]([CH3:23])([CH2:21][CH2:20][CH:18]1[OH:19])[C:24]=3[C:11]([CH2:12][CH2:13]2)=[CH:10][C:9](=[C:8]([C:25]=3[O:26][CH3:27])[O:7][CH3:6])[CH:28]([CH3:29])[CH3:30].[Cl:1][P:2]([Cl:3])([Cl:4])=[O:5]>>[CH3:16][C:15]1([CH3:17])[CH:14]2[C:22]([C:24]=3[C:11]([CH2:12][CH2:13]2)=[CH:10][C:9](=[C:8]([C:25]=3[O:26][CH3:27])[O:7][CH3:6])[CH:28]([CH3:29])[CH3:30])([CH2:21][CH:20]=[CH:18]1)[CH3:23].O=P(Cl)(Cl)Cl.[OH-].[H+],True,False,balanced,
845,['golden_dataset_718'],['golden_dataset'],[CH2:13]1[CH2:14][NH:15][CH2:16][CH2:17][N:12]1[C:10]=2[C:8](=[CH:7][CH:6]=[C:5]([NH:4][C:2](=[O:3])[CH3:1])[N:11]=2)[NH2:9].[NH3:18]>>[CH2:14]1[CH2:13][N:12]([CH2:17][CH2:16][NH:15]1)[C:10]2=[N:11][C:5]([NH:4][C:2](=[O:3])[CH3:1])=[CH:6][CH:7]=[C:8]2[N+:9]#[N:18],nan,['CC(=O)Nc1ccc(N)c(N2CCNCC2)n1.N>>CC(=O)Nc1ccc([N+]#N)c(N2CCNCC2)n1'],[CH2:13]1[CH2:14][NH:15][CH2:16][CH2:17][N:12]1[C:10]=2[C:8](=[CH:7][CH:6]=[C:5]([NH:4][C:2](=[O:3])[CH3:1])[N:11]=2)[NH2:9].[NH3:18]>>[CH2:14]1[CH2:13][N:12]([CH2:17][CH2:16][NH:15]1)[C:10]2=[N:11][C:5]([NH:4][C:2](=[O:3])[CH3:1])=[CH:6][CH:7]=[C:8]2[N+:9]#[N:18].[NH4+],False,False,unbalanced,
846,['golden_dataset_827'],['golden_dataset'],[O:9]=[CH:8][C:7]=1[C:2]([SH:1])=[CH:3][CH:4]=[CH:5][CH:6]=1.[O:10]=[S:11](=[O:12])([CH:13]=[CH:14][C:15]1=[CH:16][CH:17]=[CH:18][CH:19]=[CH:20]1)[C:21]=2[N:25]([C:26]3=[CH:27][CH:28]=[CH:29][CH:30]=[CH:31]3)[N:24]=[N:23][N:22]=2>>[CH:13]1=[CH:8][C:7]=2[CH:6]=[CH:5][CH:4]=[CH:3][C:2]=2[S:1][CH:14]1[C:15]3=[CH:16][CH:17]=[CH:18][CH:19]=[CH:20]3.[C:26]=1([CH:27]=[CH:28][CH:29]=[CH:30][CH:31]=1)[N:25]2[C:21](=[O:9])[NH:22][N:23]=[N:24]2,[O:10]=[S:11](=[O:12])([CH:13]=[CH:14][C:15]1=[CH:16][CH:17]=[CH:18][CH:19]=[CH:20]1)[C:21]=2[N:25]([C:26]3=[CH:27][CH:28]=[CH:29][CH:30]=[CH:31]3)[N:24]=[N:23][N:22]=2.OO.[O:9]=[CH:8][C:7]=1[C:2]([SH:1])=[CH:3][CH:4]=[CH:5][CH:6]=1>>[C:26]=1([CH:27]=[CH:28][CH:29]=[CH:30][CH:31]=1)[N:25]2[C:21](=[O:9])[NH:22][N:23]=[N:24]2.O=S(=O)(O)O.[CH:13]1=[CH:8][C:7]=2[CH:6]=[CH:5][CH:4]=[CH:3][C:2]=2[S:1][CH:14]1[C:15]3=[CH:16][CH:17]=[CH:18][CH:19]=[CH:20]3,[],[O:9]=[CH:8][C:7]=1[C:2]([SH:1])=[CH:3][CH:4]=[CH:5][CH:6]=1.[O:10]=[S:11](=[O:12])([CH:13]=[CH:14][C:15]1=[CH:16][CH:17]=[CH:18][CH:19]=[CH:20]1)[C:21]=2[N:25]([C:26]3=[CH:27][CH:28]=[CH:29][CH:30]=[CH:31]3)[N:24]=[N:23][N:22]=2>>[CH:13]1=[CH:8][C:7]=2[CH:6]=[CH:5][CH:4]=[CH:3][C:2]=2[S:1][CH:14]1[C:15]3=[CH:16][CH:17]=[CH:18][CH:19]=[CH:20]3.[C:26]=1([CH:27]=[CH:28][CH:29]=[CH:30][CH:31]=1)[N:25]2[C:21](=[O:9])[NH:22][N:23]=[N:24]2.O=S(=O)(O)O,False,False,unbalanced,
848,['golden_dataset_931'],['golden_dataset'],[O:16]=[C:15]([C:17]1=[CH:18][CH:19]=[CH:20][CH:21]=[CH:22]1)[CH3:14].[O:3]=[S:2](=[O:4])([C:5]=1[NH:9][C:8]=2[C:7](=[CH:13][CH:12]=[CH:11][CH:10]=2)[N:6]=1)[CH3:1]>>[C:17]1(=[CH:18][CH:19]=[CH:20][CH:21]=[CH:22]1)[C:15](=[CH2:1])[CH3:14].[CH:11]1=[CH:12][CH:13]=[C:7]2[C:8]([NH:9][C:5]([NH:6]2)=[O:16])=[CH:10]1,nan,['CS(=O)(=O)c1nc2ccccc2[nH]1.CC(=O)c1ccccc1>>O=c1[nH]c2ccccc2[nH]1.C=C(C)c1ccccc1'],[O:16]=[C:15]([C:17]1=[CH:18][CH:19]=[CH:20][CH:21]=[CH:22]1)[CH3:14].[O:3]=[S:2](=[O:4])([C:5]=1[NH:9][C:8]=2[C:7](=[CH:13][CH:12]=[CH:11][CH:10]=2)[N:6]=1)[CH3:1]>>[C:17]1(=[CH:18][CH:19]=[CH:20][CH:21]=[CH:22]1)[C:15](=[CH2:1])[CH3:14].[CH:11]1=[CH:12][CH:13]=[C:7]2[C:8]([NH:9][C:5]([NH:6]2)=[O:16])=[CH:10]1.O=S(=O)(O)O,False,False,unbalanced,
849,['golden_dataset_940'],['golden_dataset'],[CH:4]1=[CH:3][CH:8]=[CH:7][N:6]=[CH:5]1.[NH2:1][Na:2]>>[CH:7]=1[N:6]=[C:5]([NH2:1])[CH:4]=[CH:3][CH:8]=1,[O].C1=CC=CN=C1.N[Na]>>[OH][Na].C=1N=C(N)C=CC=1,[],[CH:4]1=[CH:3][CH:8]=[CH:7][N:6]=[CH:5]1.[NH2:1][Na:2]>>[CH:7]=1[N:6]=[C:5]([NH2:1])[CH:4]=[CH:3][CH:8]=1.[Na+].[H-],True,False,balanced,
852,['golden_dataset_974'],['golden_dataset'],[CH3:1][N:2]([CH3:3])[S:4](=[O:5])(=[O:6])[C:7]=1[C:8]=2[CH:9]=[CH:10][C:11](=[N:13][C:14]=2[C:15](=[CH:17][CH:18]=1)[OH:16])[CH3:12].[O:19]=[Se:20]=[O:21]>>[CH3:1][N:2]([CH3:3])[S:4](=[O:5])(=[O:6])[C:7]=1[C:8]2=[C:14]([C:15](=[CH:17][CH:18]=1)[OH:16])[N:13]=[C:11]([CH:12]=[O:21])[CH:10]=[CH:9]2,[O:19]=[Se:20]=[O:21].[CH3:1][N:2]([CH3:3])[S:4](=[O:5])(=[O:6])[C:7]=1[C:8]=2[CH:9]=[CH:10][C:11](=[N:13][C:14]=2[C:15](=[CH:17][CH:18]=1)[OH:16])[CH3:12].[O]>>[CH3:1][N:2]([CH3:3])[S:4](=[O:5])(=[O:6])[C:7]=1[C:8]2=[C:14]([C:15](=[CH:17][CH:18]=1)[OH:16])[N:13]=[C:11]([CH:12]=[O:21])[CH:10]=[CH:9]2.[Se:20].[O:22].O,[],[CH3:1][N:2]([CH3:3])[S:4](=[O:5])(=[O:6])[C:7]=1[C:8]=2[CH:9]=[CH:10][C:11](=[N:13][C:14]=2[C:15](=[CH:17][CH:18]=1)[OH:16])[CH3:12].[O:19]=[Se:20]=[O:21]>>[CH3:1][N:2]([CH3:3])[S:4](=[O:5])(=[O:6])[C:7]=1[C:8]2=[C:14]([C:15](=[CH:17][CH:18]=1)[OH:16])[N:13]=[C:11]([CH:12]=[O:21])[CH:10]=[CH:9]2.[Se:20].[O:19],False,False,unbalanced,
860,['Jaworski_366'],['Jaworski'],Brc1cccnc1.O.FC(F)(F)c1ccccc1C#N>>FC(F)(F)c1ccccc1C(=O)c1cccnc1,Brc1cccnc1.O.FC(F)(F)c1ccccc1C#N.[H].[H]>>FC(F)(F)c1ccccc1C(=O)c1cccnc1.Br.N,[],Brc1cccnc1.O.FC(F)(F)c1ccccc1C#N>>FC(F)(F)c1ccccc1C(=O)c1cccnc1.[NH4+].[Br-],False,False,unbalanced,
863,['golden_dataset_1164'],['golden_dataset'],[CH2:2]([CH3:1])[C:3]1=[CH:4][CH:5]=[CH:6][C:7]([NH2:8])=[CH:9]1>>[O:12]=[S:15](=[O:14])([O-:13])[N:8]([C:7]1=[CH:9][C:3]([CH2:2][CH3:1])=[CH:4][CH:5]=[CH:6]1)[NH2:11],[O].[NH2:11][S:15](=[O:14])(=[O:12])[O-:13].[CH2:2]([CH3:1])[C:3]1=[CH:4][CH:5]=[CH:6][C:7]([NH2:8])=[CH:9]1>>O.[O:12]=[S:15](=[O:14])([O-:13])[N:8]([C:7]1=[CH:9][C:3]([CH2:2][CH3:1])=[CH:4][CH:5]=[CH:6]1)[NH2:11],[],[CH2:2]([CH3:1])[C:3]1=[CH:4][CH:5]=[CH:6][C:7]([NH2:8])=[CH:9]1.[O:12]=[S:15](=[O:14])([O-:13])[NH2:11]>>[O:12]=[S:15](=[O:14])([O-:13])[N:8]([C:7]1=[CH:9][C:3]([CH2:2][CH3:1])=[CH:4][CH:5]=[CH:6]1)[NH2:11],False,False,unbalanced,
864,['golden_dataset_1189'],['golden_dataset'],[OH:7][CH2:6][C:4]([CH2:8][OH:9])([CH3:5])[CH2:3][CH2:2][CH3:1]>>[O:12]=[S:16](=[O:13])([NH2:11])[O:9][CH2:8][C:4]([CH2:6][O:7][S:17](=[O:15])(=[O:14])[NH2:10])([CH3:5])[CH2:3][CH2:2][CH3:1],[OH:7][CH2:6][C:4]([CH2:8][OH:9])([CH3:5])[CH2:3][CH2:2][CH3:1].[O:12]=[S:16](=[O:13])([NH2:11])[O:9][S:17](=[O:15])(=[O:14])[NH2:10]>>[O:12]=[S:16](=[O:13])([NH2:11])[O:9][CH2:8][C:4]([CH2:6][O:7][S:17](=[O:15])(=[O:14])[NH2:10])([CH3:5])[CH2:3][CH2:2][CH3:1].[OH2:18],[],[OH:7][CH2:6][C:4]([CH2:8][OH:9])([CH3:5])[CH2:3][CH2:2][CH3:1].O=S(=O)(O)O.O=S(=O)(O)O.N>>[O:12]=[S:16](=[O:13])([NH2:11])[O:9][CH2:8][C:4]([CH2:6][O:7][S:17](=[O:15])(=[O:14])[NH2:10])([CH3:5])[CH2:3][CH2:2][CH3:1],False,False,unbalanced,
867,['golden_dataset_1309'],['golden_dataset'],[CH:9]=1[CH:10]=[C:11]([CH:16]([N+:21]([O-:22])=[O:23])[CH2:17][CH2:18][C:19]#[N:20])[CH:12]=[C:13]([C:8]=1[O:7][CH3:6])[O:14][CH3:15].[O:3]=[Mn:2](=[O:4])(=[O:5])[O-:1]>>[CH3:15][O:14][C:13]1=[CH:12][C:11](=[CH:10][CH:9]=[C:8]1[O:7][CH3:6])[C:16](=[O:1])[CH2:17][CH2:18][C:19]#[N:20],nan,['COc1ccc(C(CCC#N)[N+](=O)[O-])cc1OC.O=[Mn](=O)(=O)[O-]>>COc1ccc(C(=O)CCC#N)cc1OC.O=[N+]([O-])[Mn](=O)(=O)=O'],[CH:9]=1[CH:10]=[C:11]([CH:16]([N+:21]([O-:22])=[O:23])[CH2:17][CH2:18][C:19]#[N:20])[CH:12]=[C:13]([C:8]=1[O:7][CH3:6])[O:14][CH3:15].[O:3]=[Mn:2](=[O:4])(=[O:5])[O-:1]>>[CH3:15][O:14][C:13]1=[CH:12][C:11](=[CH:10][CH:9]=[C:8]1[O:7][CH3:6])[C:16](=[O:1])[CH2:17][CH2:18][C:19]#[N:20].[O:3]=[Mn:2](=[O:4])(=[O:5])[O-:1].[NH4+].[OH-],False,False,unbalanced,
870,['golden_dataset_1396'],['golden_dataset'],[CH:6]=1[C:1]([CH:7]2[C:8](=[O:20])[CH2:9][CH2:10][CH2:11][CH2:12]2)=[CH:2][CH:3]=[CH:4][CH:5]=1.[NH:15]1[CH:14]([CH3:13])[CH2:19][NH:18][CH2:17][CH2:16]1.[BH4-:21].[Na+:22]>>[NH:15]1[CH2:16][CH2:17][N:18]([CH:8]2[CH:7]([CH2:12][CH2:11][CH2:10][CH2:9]2)[C:1]=3[CH:2]=[CH:3][CH:4]=[CH:5][CH:6]=3)[CH2:19][CH:14]1[CH3:13],C=1C(C2C(=O)CCCC2)=CC=CC=1.N1C(C)CNCC1.[BH4-].[Na+].[H].[H]>>N1CCN(C2C(CCCC2)C=3C=CC=CC=3)CC1C.O.[BH4-].[Na+],[],[CH:6]=1[C:1]([CH:7]2[C:8](=[O:20])[CH2:9][CH2:10][CH2:11][CH2:12]2)=[CH:2][CH:3]=[CH:4][CH:5]=1.[NH:15]1[CH:14]([CH3:13])[CH2:19][NH:18][CH2:17][CH2:16]1.[BH4-:21].[Na+:22]>>[NH:15]1[CH2:16][CH2:17][N:18]([CH:8]2[CH:7]([CH2:12][CH2:11][CH2:10][CH2:9]2)[C:1]=3[CH:2]=[CH:3][CH:4]=[CH:5][CH:6]=3)[CH2:19][CH:14]1[CH3:13].[Na+].[BH3][OH-],True,False,balanced,
871,['golden_dataset_1445'],['golden_dataset'],[CH:6]=1[C:1](=[CH:2][CH:3]=[C:4]([CH3:7])[CH:5]=1)[I:16].[F:14][C:8]([F:15])([Br:17])[C:9]([O:11][CH2:12][CH3:13])=[O:10].[K+:23].[K+:24].[O-:21][P:19]([O-:22])([OH:18])=[O:20]>>[F:14][C:8]([F:15])([C:9](=[O:10])[O:11][CH2:12][CH3:13])[C:1]=1[CH:6]=[CH:5][C:4](=[CH:3][CH:2]=1)[CH3:7],C=1C(=CC=C(C)C=1)I.FC(F)(Br)C(OCC)=O.[H].[H]>>Br.I.FC(F)(C(=O)OCC)C=1C=CC(=CC=1)C,[],[CH:6]=1[C:1](=[CH:2][CH:3]=[C:4]([CH3:7])[CH:5]=1)[I:16].[F:14][C:8]([F:15])([Br:17])[C:9]([O:11][CH2:12][CH3:13])=[O:10].[K+:23].[K+:24].[O-:21][P:19]([O-:22])([OH:18])=[O:20]>>[F:14][C:8]([F:15])([C:9](=[O:10])[O:11][CH2:12][CH3:13])[C:1]=1[CH:6]=[CH:5][C:4](=[CH:3][CH:2]=1)[CH3:7].[Br-].[I-].[K+].[K+].[O-][P]([O-])([O-])=[O],False,False,unbalanced,
